"MTurkCode","total_fac","total_con","goal","out_fac_m","out_fac_sd","out_con_m","out_con_sd","in_fac_m","in_fac_sd","in_con_m","in_con_sd","out_net","in_net","listNum","priority","total_goal","goalType","conflict","connectedness","instrumentality"
"A5E2P5F1AXYZ1",2.85,1.35,4,2,1.41,2,1.41,3,2.31,1.5,0.58,0,1.5,5,5,5,"long-term",3,3,3
"A5E2P5F1AXYZ1",2.85,1.35,5,2.5,3,1,0,3.25,2.87,1,0,1.5,2.25,5,3,5,"recurrance",2,4,4
"A3GZXU4FUJTKZD",1.85,2.1,1,1,0,3.5,2.38,2,2,1.75,0.96,-2.5,0.25,5,1,40,"short-term",7,4,2
"A3GZXU4FUJTKZD",1.85,2.1,2,1,0,2.25,1.26,2.5,3,2.5,1.73,-1.25,0,5,2,40,"short-term",5,3,2
"A3GZXU4FUJTKZD",1.85,2.1,3,5.25,1.71,1,0,1,0,1.25,0.5,4.25,-0.25,5,3,40,"long-term",1,6,5
"A3GZXU4FUJTKZD",1.85,2.1,4,1,0,2,0.82,2.25,2.5,3.25,2.22,-1,-1,5,4,40,"short-term",2,4,6
"A3GZXU4FUJTKZD",1.85,2.1,5,1,0,1.75,0.5,1.5,1,1.75,0.5,-0.75,-0.25,5,5,40,"short-term",1,4,5
"A13O22EMG5ZVN0",4.5,4,1,4,0,4.5,0.71,5.5,2.12,4,4.24,-0.5,1.5,3,3,5,"recurrance",4,4,5
"A13O22EMG5ZVN0",4.5,4,2,4,0,2,1.41,4,0,4,0,2,0,3,1,5,"recurrance",4,4,4
"A13O22EMG5ZVN0",4.5,4,3,5.5,2.12,5.5,2.12,4,0,4,1.41,0,0,3,2,5,"recurrance",4,4,4
"A207IHY6GERCFO",4,2.67,1,4,1.41,3,0,3,0,3.5,2.12,1,-0.5,3,1,3,"recurrance",2,6,7
"A207IHY6GERCFO",4,2.67,2,3,0,3.5,2.12,6,1.41,2,1.41,-0.5,4,3,2,3,"short-term",4,4,6
"A207IHY6GERCFO",4,2.67,3,5,2.83,1.5,0.71,3,0,2.5,0.71,3.5,0.5,3,3,3,"recurrance",3,4,5
"A225BMTMXUR5F4",1.35,1.85,1,2.25,2.5,1,0,1,0,1,0,1.25,0,5,1,7,"short-term",2,7,7
"A225BMTMXUR5F4",1.35,1.85,2,1,0,1.5,1,2.5,2.38,2.75,1.71,-0.5,-0.25,5,2,7,"recurrance",5,7,7
"A225BMTMXUR5F4",1.35,1.85,3,1.25,0.5,2.5,1.73,1.25,0.5,1,0,-1.25,0.25,5,3,7,"long-term",4,5,7
"A225BMTMXUR5F4",1.35,1.85,4,1,0,2.25,1.89,1,0,3,1.63,-1.25,-2,5,4,7,"recurrance",5,5,3
"A225BMTMXUR5F4",1.35,1.85,5,1.25,0.5,2,1.15,1,0,1.5,0.58,-0.75,-0.5,5,5,7,"recurrance",5,5,3
"A1IBLFQ2E6VA2J",3.2,1.85,1,1.5,0.58,2.25,1.89,3,2.71,2,1.41,-0.75,1,5,3,10,"short-term",2,1,5
"A1IBLFQ2E6VA2J",3.2,1.85,2,3.25,2.63,2,0.82,3.5,2.38,1.25,0.5,1.25,2.25,5,4,10,"recurrance",3,7,7
"A1IBLFQ2E6VA2J",3.2,1.85,3,2.25,1.26,1.75,1.5,2,2,1.5,0.58,0.5,0.5,5,5,10,"short-term",7,7,7
"A1IBLFQ2E6VA2J",3.2,1.85,4,6.5,1,1,0,4,2.45,1.25,0.5,5.5,2.75,5,1,10,"recurrance",1,7,7
"A1IBLFQ2E6VA2J",3.2,1.85,5,2.5,1.29,2.25,1.26,3.5,2.38,3.25,1.71,0.25,0.25,5,2,10,"long-term",7,7,7
"AIHHRINW9IN1I",2.17,1,1,2.5,0.71,1,0,3,0,1,0,1.5,2,3,2,3,"short-term",1,1,3
"AIHHRINW9IN1I",2.17,1,2,2,1.41,1,0,2,1.41,1,0,1,1,3,1,3,"short-term",1,1,1
"AIHHRINW9IN1I",2.17,1,3,2,1.41,1,0,1.5,0.71,1,0,1,0.5,3,3,3,"short-term",1,3,6
"A1Z2ZGPJRGG0G3",1,3.67,1,1,0,5.5,2.12,1,0,4.5,2.12,-4.5,-3.5,3,1,3,"recurrance",1,7,6
"A1Z2ZGPJRGG0G3",1,3.67,2,1,0,3.5,3.54,1,0,4,4.24,-2.5,-3,3,3,3,"recurrance",4,3,1
"A1Z2ZGPJRGG0G3",1,3.67,3,1,0,2,1.41,1,0,2.5,2.12,-1,-1.5,3,2,3,"short-term",2,2,1
"AU34T9OMHN4Z4",2,1,1,1,0,1,0,1,0,1,0,0,0,3,1,6,"recurrance",1,1,5
"AU34T9OMHN4Z4",2,1,2,4,4.24,1,0,1,0,1,0,3,0,3,2,6,"recurrance",1,7,7
"AU34T9OMHN4Z4",2,1,3,1,0,1,0,4,4.24,1,0,0,3,3,3,6,"long-term",1,7,7
"A11ILN5YSUDVG8",6,2,1,5.5,0.71,2,0,6,0,2,0,3.5,4,3,1,3,"recurrance",2,5,6
"A11ILN5YSUDVG8",6,2,2,6.5,0.71,2,0,5.5,0.71,2,0,4.5,3.5,3,3,3,"recurrance",2,6,6
"A11ILN5YSUDVG8",6,2,3,6,0,2,0,6.5,0.71,2,0,4,4.5,3,2,3,"long-term",1,6,6
"A2GTBBZA2M82NR",2.58,1.5,1,2.33,2.31,1.33,0.58,1.67,1.15,1.67,0.58,1,0,4,4,4,"recurrance",1,2,5
"A2GTBBZA2M82NR",2.58,1.5,2,2.67,2.89,2.33,1.53,3,1.73,1,0,0.33,2,4,1,4,"short-term",1,4,7
"A2GTBBZA2M82NR",2.58,1.5,3,2,1,1.33,0.58,2.33,2.31,2.33,1.53,0.67,0,4,3,4,"recurrance",2,1,2
"A2GTBBZA2M82NR",2.58,1.5,4,3.33,1.53,1,0,3.33,2.52,1,0,2.33,2.33,4,2,4,"recurrance",1,3,4
"AMTTB8JUWRRM7",1,1,1,1,NA,1,NA,1,NA,1,NA,0,0,2,1,2,"long-term",1,1,4
"AMTTB8JUWRRM7",1,1,2,1,NA,1,NA,1,NA,1,NA,0,0,2,2,2,"recurrance",1,1,1
"AQAXDL1INQC9Q",2.17,2.67,1,1,0,2.5,0.71,3,1.41,2.5,0.71,-1.5,0.5,3,3,3,"recurrance",3,1,2
"AQAXDL1INQC9Q",2.17,2.67,2,3.5,0.71,2.5,0.71,1.5,0.71,3.5,0.71,1,-2,3,1,3,"recurrance",4,1,6
"AQAXDL1INQC9Q",2.17,2.67,3,2,0,3,1.41,2,1.41,2,0,-1,0,3,2,3,"recurrance",4,1,2
"AAHZCL4LIPCBQ",7,1,1,7,0,1,0,7,NA,1,0,6,6,3,2,3,"long-term",1,7,7
"AAHZCL4LIPCBQ",7,1,2,7,0,1,0,7,0,1,0,6,6,3,1,3,"recurrance",1,7,7
"AAHZCL4LIPCBQ",7,1,3,7,NA,1,0,7,0,1,0,6,6,3,3,3,"recurrance",1,7,7
"A2BEBDMQ7SI4IY",6.1,5.75,1,6.25,0.96,5.5,1,6.75,0.5,5.75,0.96,0.75,1,5,5,1,"short-term",7,5,7
"A2BEBDMQ7SI4IY",6.1,5.75,2,6.5,1,5,0.82,5.5,0.58,6.25,0.96,1.5,-0.75,5,3,1,"short-term",6,6,7
"A2BEBDMQ7SI4IY",6.1,5.75,3,6,0.82,5.75,0.96,6.25,0.96,5,0.82,0.25,1.25,5,4,1,"recurrance",6,5,4
"A2BEBDMQ7SI4IY",6.1,5.75,4,6.25,0.96,6.25,1.5,6,1.15,6,0.82,0,0,5,1,1,"long-term",7,6,6
"A2BEBDMQ7SI4IY",6.1,5.75,5,5.5,1,6.25,0.5,6,1.15,5.75,1.5,-0.75,0.25,5,2,1,"short-term",5,5,7
"A1RQUOVV8PCXBM",5.65,1.5,1,6,0.82,1.75,0.5,6,0.82,1.75,0.5,4.25,4.25,5,3,5,"long-term",3,5,6
"A1RQUOVV8PCXBM",5.65,1.5,2,5.5,2.38,1.25,0.5,5.5,2.38,1.25,0.5,4.25,4.25,5,2,5,"recurrance",3,4,6
"A1RQUOVV8PCXBM",5.65,1.5,3,4.75,1.89,2,0.82,3.75,2.06,1.25,0.5,2.75,2.5,5,5,5,"short-term",2,5,6
"A1RQUOVV8PCXBM",5.65,1.5,4,5.25,2.36,1.25,0.5,6.25,0.96,1.5,0.58,4,4.75,5,4,5,"recurrance",3,6,6
"A1RQUOVV8PCXBM",5.65,1.5,5,6.75,0.5,1.25,0.5,6.75,0.5,1.75,0.96,5.5,5,5,1,5,"recurrance",1,6,7
"A1LS7GARU7CD08",1.17,1.67,1,1.5,0.71,2,0,1,0,2,0,-0.5,-1,3,2,4,"recurrance",3,2,4
"A1LS7GARU7CD08",1.17,1.67,2,1,0,1.5,0.71,1,0,1.5,0.71,-0.5,-0.5,3,1,4,"recurrance",2,1,6
"A1LS7GARU7CD08",1.17,1.67,3,1,0,1.5,0.71,1.5,0.71,1.5,0.71,-0.5,0,3,3,4,"long-term",2,3,4
"A2FP41BSPG0Y4A",1.65,1.75,1,3,2.45,1.75,1.5,2,2,2.25,1.5,1.25,-0.25,5,1,4,"recurrance",3,3,7
"A2FP41BSPG0Y4A",1.65,1.75,2,1,0,1,0,1.25,0.5,1.25,0.5,0,0,5,3,4,"recurrance",7,5,4
"A2FP41BSPG0Y4A",1.65,1.75,3,2.25,1.89,2.75,2.06,1.75,1.5,2.25,1.5,-0.5,-0.5,5,2,4,"long-term",4,4,7
"A2FP41BSPG0Y4A",1.65,1.75,4,1,0,1,0,1,0,1,0,0,0,5,4,4,"recurrance",1,1,2
"A2FP41BSPG0Y4A",1.65,1.75,5,1,0,2.25,0.96,2.25,2.5,2,2,-1.25,0.25,5,5,4,"short-term",4,1,2
"AS6FM754MF2B2",1.83,1.92,1,2.67,2.89,1,0,2.67,2.89,1,0,1.67,1.67,4,3,3,"recurrance",5,7,4
"AS6FM754MF2B2",1.83,1.92,2,2.67,2.89,1,0,2.67,2.89,1,0,1.67,1.67,4,1,3,"recurrance",1,7,6
"AS6FM754MF2B2",1.83,1.92,3,1,0,3,3.46,1,0,2.67,2.89,-2,-1.67,4,2,3,"long-term",5,5,7
"AS6FM754MF2B2",1.83,1.92,4,1,0,2.67,2.89,1,0,3,3.46,-1.67,-2,4,4,3,"short-term",5,2,4
"A10LHWALI4BZPC",1.5,1.33,1,1.33,0.58,1,0,1.67,1.15,1.33,0.58,0.33,0.33,4,2,10,"recurrance",1,3,5
"A10LHWALI4BZPC",1.5,1.33,2,2.67,1.53,1.33,0.58,1,0,1.33,0.58,1.33,-0.33,4,3,10,"short-term",1,2,2
"A10LHWALI4BZPC",1.5,1.33,3,1,0,2,0,2.33,1.53,1.33,0.58,-1,1,4,4,10,"long-term",1,1,4
"A10LHWALI4BZPC",1.5,1.33,4,1,0,1,0,1,0,1.33,0.58,0,-0.33,4,1,10,"recurrance",1,2,7
"A3989GRV3UV5VW",1.5,1.5,1,1,0,2,1.41,2.5,2.12,1.5,0.71,-1,1,3,1,3,"recurrance",3,4,6
"A3989GRV3UV5VW",1.5,1.5,2,2.5,2.12,1.5,0.71,1,0,2,1.41,1,-1,3,2,3,"long-term",3,6,6
"A3989GRV3UV5VW",1.5,1.5,3,1,0,1,0,1,0,1,0,0,0,3,3,3,"long-term",1,2,3
"A1BG47GSHQ9WSU",2,2,1,2,NA,2,NA,2,NA,2,NA,0,0,2,1,2,"short-term",3,2,5
"A1BG47GSHQ9WSU",2,2,2,2,NA,2,NA,2,NA,2,NA,0,0,2,2,2,"recurrance",3,2,2
"A350SLJRMBIFM4",1.83,1.67,1,1.33,0.58,1,0,1.33,0.58,1,0,0.33,0.33,4,4,4,"long-term",1,1,1
"A350SLJRMBIFM4",1.83,1.67,2,2.67,2.08,1.67,1.15,2,1.73,2,1.73,1,0,4,3,4,"long-term",1,4,4
"A350SLJRMBIFM4",1.83,1.67,3,2.33,1.53,1.33,0.58,2.67,2.08,1.67,1.15,1,1,4,2,4,"short-term",1,3,5
"A350SLJRMBIFM4",1.83,1.67,4,1,0,2.67,1.53,1.33,0.58,2,1,-1.67,-0.67,4,1,4,"recurrance",6,2,1
"A1BIJGB7XA0GME",1,1,1,1,0,1,0,1,0,1,0,0,0,3,1,3,"short-term",2,1,1
"A1BIJGB7XA0GME",1,1,2,1,0,1,0,1,0,1,0,0,0,3,2,3,"short-term",1,1,1
"A1BIJGB7XA0GME",1,1,3,1,0,1,0,1,0,1,0,0,0,3,3,3,"long-term",1,1,1
"A5A14MTB35J23",1,1.35,1,1,0,1,0,1,0,1,0,0,0,5,3,6,"recurrance",2,5,5
"A5A14MTB35J23",1,1.35,2,1,0,1,0,1,0,1.25,0.5,0,-0.25,5,5,6,"recurrance",1,NA,4
"A5A14MTB35J23",1,1.35,3,1,0,1.5,1,1,0,1.5,1,-0.5,-0.5,5,4,6,"short-term",1,1,1
"A5A14MTB35J23",1,1.35,4,1,0,1.5,0.58,1,0,1.25,0.5,-0.5,-0.25,5,2,6,"recurrance",NA,1,1
"A5A14MTB35J23",1,1.35,5,1,0,1.75,0.96,1,0,1.75,0.96,-0.75,-0.75,5,1,6,"long-term",1,1,3
"A3EXD5E390Z6B3",2,6,1,2.5,2.12,5.5,2.12,2.5,2.12,5.5,2.12,-3,-3,3,1,3,"recurrance",5,2,5
"A3EXD5E390Z6B3",2,6,2,2.5,2.12,5.5,2.12,2.5,2.12,5.5,2.12,-3,-3,3,3,3,"recurrance",4,3,4
"A3EXD5E390Z6B3",2,6,3,1,0,7,0,1,0,7,0,-6,-6,3,2,3,"short-term",7,2,2
"A2SKOPFTRTNFUY",3,1,1,3,3.46,1,0,3,3.46,1,0,2,2,4,1,3,"short-term",1,4,6
"A2SKOPFTRTNFUY",3,1,2,3,3.46,1,0,3,3.46,1,0,2,2,4,4,3,"recurrance",1,4,4
"A2SKOPFTRTNFUY",3,1,3,3,3.46,1,0,3,3.46,1,0,2,2,4,3,3,"recurrance",1,4,4
"A2SKOPFTRTNFUY",3,1,4,3,3.46,1,0,3,3.46,1,0,2,2,4,2,3,"recurrance",1,6,7
"A1U8LTCX5XYJ45",1,1,1,1,0,1,0,1,0,1,0,0,0,3,2,3,"long-term",1,1,7
"A1U8LTCX5XYJ45",1,1,2,1,0,1,0,1,0,1,0,0,0,3,1,3,"long-term",1,4,7
"A1U8LTCX5XYJ45",1,1,3,1,0,1,0,1,0,1,0,0,0,3,3,3,"long-term",1,4,7
"A1W7I6FN183I8F",2.75,2.05,1,2.5,2.38,1.75,1.5,2.75,1.5,2.25,0.96,0.75,0.5,5,2,7,"recurrance",2,4,6
"A1W7I6FN183I8F",2.75,2.05,2,2.5,1.73,1.75,0.5,3.5,1.91,1.5,0.58,0.75,2,5,3,7,"recurrance",2,3,6
"A1W7I6FN183I8F",2.75,2.05,3,3,1.83,1.75,0.96,3.5,1.91,2.5,1.29,1.25,1,5,4,7,"short-term",3,2,4
"A1W7I6FN183I8F",2.75,2.05,4,3.25,1.5,2.5,1.29,1.25,0.5,2.5,1.29,0.75,-1.25,5,1,7,"recurrance",5,2,4
"A1W7I6FN183I8F",2.75,2.05,5,2.5,1.29,2.5,0.58,2.75,1.5,1.5,0.58,0,1.25,5,5,7,"recurrance",1,1,4
"A1SL72YBUW8Q8K",3.83,1.5,1,4.33,3.06,1,0,4,3,3,3.46,3.33,1,4,1,4,"recurrance",1,4,7
"A1SL72YBUW8Q8K",3.83,1.5,2,6,1.73,3,3.46,5,3.46,1,0,3,4,4,2,4,"recurrance",1,5,7
"A1SL72YBUW8Q8K",3.83,1.5,3,4,3,1,0,4.33,3.06,1,0,3,3.33,4,3,4,"short-term",1,1,1
"A1SL72YBUW8Q8K",3.83,1.5,4,1,0,1,0,2,1.73,1,0,0,1,4,4,4,"recurrance",1,1,1
"A1ZT0TLZZTT47M",2.15,2.85,1,2.25,1.5,2,2,2.25,2.5,2.75,1.5,0.25,-0.5,5,1,6,"recurrance",2,3,5
"A1ZT0TLZZTT47M",2.15,2.85,2,4.25,2.63,3.5,2.38,2.75,2.36,3.75,1.26,0.75,-1,5,3,6,"recurrance",4,5,4
"A1ZT0TLZZTT47M",2.15,2.85,3,2.25,2.5,1.25,0.5,3.25,2.87,1.75,0.96,1,1.5,5,2,6,"short-term",4,5,2
"A1ZT0TLZZTT47M",2.15,2.85,4,1,0,3.75,1.26,1.25,0.5,3,2.45,-2.75,-1.75,5,5,6,"recurrance",4,1,2
"A1ZT0TLZZTT47M",2.15,2.85,5,1,0,3.75,0.5,1.25,0.5,3,2.31,-2.75,-1.75,5,4,6,"recurrance",4,2,5
"A1561P9VVA3C1C",1.83,1.83,1,2.5,2.12,1,0,2,1.41,1,0,1.5,1,3,1,3,"recurrance",1,3,4
"A1561P9VVA3C1C",1.83,1.83,2,2,1.41,2,1.41,2.5,2.12,2.5,2.12,0,0,3,2,3,"short-term",1,2,1
"A1561P9VVA3C1C",1.83,1.83,3,1,0,2.5,2.12,1,0,2,1.41,-1.5,-1,3,3,3,"long-term",2,3,6
"A2PE32I58ANCDD",5,1,1,5,NA,1,NA,5,NA,1,NA,4,4,2,1,2,"recurrance",2,2,3
"A2PE32I58ANCDD",5,1,2,5,NA,1,NA,5,NA,1,NA,4,4,2,2,2,"recurrance",2,1,5
"APY7YO8CH0ZDP",4.17,2.17,1,5.5,2.12,2.5,2.12,5.5,2.12,2,1.41,3,3.5,3,2,3,"recurrance",1,6,6
"APY7YO8CH0ZDP",4.17,2.17,2,4,4.24,1,0,4.5,3.54,2,1.41,3,2.5,3,1,3,"recurrance",1,7,4
"APY7YO8CH0ZDP",4.17,2.17,3,3,1.41,3,0,2.5,2.12,2.5,2.12,0,0,3,3,3,"recurrance",2,4,3
"A1OR82RF1ZFWP",4.83,2.33,1,6,0,1,0,6,0,1,0,5,5,3,1,3,"recurrance",1,2,5
"A1OR82RF1ZFWP",4.83,2.33,2,4.5,2.12,3,2.83,4,2.83,3,2.83,1.5,1,3,3,3,"short-term",1,2,1
"A1OR82RF1ZFWP",4.83,2.33,3,4,2.83,3,2.83,4.5,2.12,3,2.83,1,1.5,3,2,3,"recurrance",2,2,4
"A2TLN8489YGY81",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"recurrance",4,4,7
"A3M81P9BEVE1GD",5.85,5.6,1,5.75,1.5,6,0.82,5.5,0.58,5.75,0.96,-0.25,-0.25,5,2,5,"short-term",6,6,5
"A3M81P9BEVE1GD",5.85,5.6,2,5.75,1.5,5.5,0.58,6.75,0.5,5,0,0.25,1.75,5,4,5,"recurrance",7,4,6
"A3M81P9BEVE1GD",5.85,5.6,3,6.25,0.5,5.5,1,6,1.15,6.25,0.5,0.75,-0.25,5,3,5,"recurrance",5,7,6
"A3M81P9BEVE1GD",5.85,5.6,4,6,0.82,5,0.82,5.25,0.96,5.5,1,1,-0.25,5,5,5,"short-term",5,6,6
"A3M81P9BEVE1GD",5.85,5.6,5,5.5,0.58,6,1.15,5.75,1.26,5.5,1.29,-0.5,0.25,5,1,5,"long-term",7,5,5
"A16Z9FSSF1X74O",3.45,1.8,1,5.5,3,1,0,5.5,3,1,0,4.5,4.5,5,2,5,"recurrance",1,5,7
"A16Z9FSSF1X74O",3.45,1.8,2,4,3.46,1.5,1,4.25,3.2,2.25,2.5,2.5,2,5,3,5,"long-term",1,4,6
"A16Z9FSSF1X74O",3.45,1.8,3,4,3.46,1.75,1.5,4,3.46,2.5,3,2.25,1.5,5,4,5,"short-term",1,4,6
"A16Z9FSSF1X74O",3.45,1.8,4,2.5,3,1,0,2.5,3,1,0,1.5,1.5,5,5,5,"recurrance",1,1,1
"A16Z9FSSF1X74O",3.45,1.8,5,1.25,0.5,3.75,3.2,1,0,2.25,1.5,-2.5,-1.25,5,1,5,"recurrance",6,1,1
"AH00EJ6PK1H3A",1.83,1,1,1,0,1,0,1,0,1,0,0,0,3,1,3,"short-term",1,1,4
"AH00EJ6PK1H3A",1.83,1,2,2.5,2.12,1,0,2,1.41,1,0,1.5,1,3,2,3,"recurrance",1,4,4
"AH00EJ6PK1H3A",1.83,1,3,2,1.41,1,0,2.5,2.12,1,0,1,1.5,3,3,3,"recurrance",1,4,2
"AUQTHU5AOZVQC",4.15,1.35,1,3.75,2.75,1,0,4.25,3.2,1.75,0.96,2.75,2.5,5,4,15,"short-term",2,3,7
"AUQTHU5AOZVQC",4.15,1.35,2,2.75,2.87,1.5,1,3.5,2.38,1.25,0.5,1.25,2.25,5,1,15,"short-term",4,6,7
"AUQTHU5AOZVQC",4.15,1.35,3,6.5,0.58,1.25,0.5,6,1.15,1,0,5.25,5,5,2,15,"short-term",1,7,7
"AUQTHU5AOZVQC",4.15,1.35,4,3.75,2.75,2,0.82,3.25,2.5,1.5,1,1.75,1.75,5,3,15,"short-term",3,7,7
"AUQTHU5AOZVQC",4.15,1.35,5,4,2.45,1,0,3.75,3.2,1.25,0.5,3,2.5,5,5,15,"recurrance",2,6,7
"A169WH54HMYS5Z",1,1,1,1,0,1,0,1,0,1,0,0,0,3,1,3,"recurrance",1,1,7
"A169WH54HMYS5Z",1,1,2,1,0,1,0,1,0,1,0,0,0,3,3,3,"recurrance",4,1,5
"A169WH54HMYS5Z",1,1,3,1,0,1,0,1,0,1,0,0,0,3,2,3,"recurrance",1,1,7
"A248PLZABUKB62",1.65,2.5,1,1,0,3,0,1.5,0.58,2.5,0.58,-2,-1,5,1,5,"short-term",7,5,5
"A248PLZABUKB62",1.65,2.5,2,1,0,3,0,1.5,0.58,2.5,0.58,-2,-1,5,2,5,"short-term",5,5,4
"A248PLZABUKB62",1.65,2.5,3,1,0,3,0,1.25,0.5,2.5,0.58,-2,-1.25,5,3,5,"short-term",5,5,6
"A248PLZABUKB62",1.65,2.5,4,2.5,1.73,1.75,0.5,2,2,2.5,1,0.75,-0.5,5,4,5,"short-term",4,2,3
"A248PLZABUKB62",1.65,2.5,5,2.75,1.5,1.75,0.5,2,2,2.5,1,1,-0.5,5,5,5,"short-term",4,3,3
"A2H92K2776A1IC",2.17,1.33,1,3,3.46,1,0,1,0,1,0,2,0,4,2,4,"short-term",1,4,5
"A2H92K2776A1IC",2.17,1.33,2,1,0,1,0,3,3.46,1,0,0,2,4,3,4,"short-term",2,5,4
"A2H92K2776A1IC",2.17,1.33,3,2.33,2.31,1.67,1.15,2.33,2.31,1.67,1.15,0.67,0.67,4,1,4,"short-term",2,5,6
"A2H92K2776A1IC",2.17,1.33,4,2.33,2.31,1.67,1.15,2.33,2.31,1.67,1.15,0.67,0.67,4,4,4,"short-term",3,5,6
"A1H5Q9HRH4RPZU",3.5,2.67,1,3.5,2.12,2,0,4,2.83,3,1.41,1.5,1,3,1,3,"recurrance",3,5,5
"A1H5Q9HRH4RPZU",3.5,2.67,2,2.5,0.71,3,1.41,2.5,0.71,3,1.41,-0.5,-0.5,3,3,3,"long-term",2,5,7
"A1H5Q9HRH4RPZU",3.5,2.67,3,4.5,2.12,3,1.41,4,1.41,2,0,1.5,2,3,2,3,"short-term",4,4,5
"A3O0ZQMDKOKAMR",5.5,1,1,4,NA,1,NA,7,NA,1,NA,3,6,2,2,2,"recurrance",3,5,6
"A3O0ZQMDKOKAMR",5.5,1,2,7,NA,1,NA,4,NA,1,NA,6,3,2,1,2,"long-term",2,4,7
"A3E76V59BKGKCQ",3.67,1.17,1,4.5,3.54,1.5,0.71,4,4.24,1,0,3,3,3,1,2,"long-term",2,6,7
"A3E76V59BKGKCQ",3.67,1.17,2,5.5,2.12,1,0,4,4.24,1,0,4.5,3,3,2,2,"recurrance",3,7,7
"A3E76V59BKGKCQ",3.67,1.17,3,1,0,1,0,3,1.41,1.5,0.71,0,1.5,3,3,2,"short-term",1,2,4
"A2RMJNF6IPI42F",2.1,1.85,1,3.25,2.63,1,0,2.25,1.5,1.75,1.5,2.25,0.5,5,3,5,"long-term",1,4,3
"A2RMJNF6IPI42F",2.1,1.85,2,1.5,1,1,0,1.25,0.5,1.25,0.5,0.5,0,5,2,5,"long-term",1,4,4
